"","loadings_1","loadings_2","loadings_3","weighted_loading_1","weighted_loading_2","weighted_loading_3","wavenumber"
"V105",0.00421707832443298,-0.00585291366001386,0.00805189434521845,0.00418729408891366,-0.000179576924222049,0.00954800313833365,7296.3902
"V106",0.00457685690964765,-0.00679702459494342,0.00902400740864096,0.00450323784586367,-0.000443868536758586,0.0106921123858526,7294.46147
"V107",0.00386942416293096,-0.00569262686919037,0.010270244339829,0.0040684748396391,0.00120012844594844,0.0116002367646394,7292.53274
"V108",0.00317114368127861,-0.00370076048113092,0.010410530776866,0.00360946062187467,0.00264272715596812,0.0106758408124966,7290.60401
"V109",0.00263140887798135,-0.0020190941137178,0.00841544784268698,0.00301223473453484,0.00229609841554405,0.00726229972424785,7288.67528
"V110",0.00195496629367205,-0.000949788494763323,0.00684665280289397,0.00233418548156313,0.00228641139112963,0.0054463974387144,7286.74655
"V111",0.00185952898305227,-0.00176613516912004,0.00805810214092597,0.00239282655714797,0.0032153901680324,0.00838371169698985,7284.81782
"V112",0.0027187756723515,-0.00353806915131877,0.00937671603747712,0.00321620023268546,0.00299910241172152,0.01100180326085,7282.88908
"V113",0.00386394581828571,-0.003444469324143,0.00866179270621006,0.00419982166160914,0.00202508306199036,0.00920504207314479,7280.96035
"V114",0.0048314324889901,-0.00196074469289854,0.00809153759334739,0.00517962997379909,0.00209937345221734,0.00683301954333253,7279.03162
"V115",0.00531151186401373,-0.00173011056725797,0.00847043592005259,0.00571333796909591,0.0024227143911743,0.00698904147287983,7277.10289
"V116",0.0047987568497437,-0.00306901155760874,0.00807281318867421,0.0051221436771094,0.00194978352741628,0.00844643522041609,7275.17416
"V117",0.0032184709585437,-0.00333318028885497,0.00644545145913892,0.00352492550583799,0.00184769439461586,0.00871920882556054,7273.24543
"V118",0.00159175119611988,-0.00112589090172323,0.00492357999012932,0.00208365392876627,0.00296580987239899,0.0068861718688356,7271.3167
"V119",0.00135285201116072,0.000895902368604904,0.00543066748123992,0.00206374956349797,0.00428618675818937,0.00570571561306738,7269.38797
"V120",0.00211733549431941,0.000973041755135957,0.00770444223494549,0.00298769509679629,0.0052476250491148,0.0071939559745315,7267.45924
"V121",0.00204888524507006,0.000763309768110918,0.00857070294828595,0.00299830291935729,0.00572428678385764,0.00834912967825799,7265.5305
"V122",0.00124809650566883,0.000727470630803364,0.00729333687561862,0.00202889198926589,0.00470761961641997,0.00669843458540961,7263.60177
"V123",0.00145671199858451,-0.000531506801299749,0.00658177363144447,0.00181091190213446,0.00213556360034773,0.0044885748459866,7261.67304
"V124",0.00246980556067276,-0.00274573909107086,0.00706655686012356,0.00240820766650934,-0.000371389769774268,0.00399593675239095,7259.74431
"V125",0.00294373254761676,-0.00401127564576295,0.00768440275965779,0.00280145804841155,-0.000857810063512652,0.00530715885168602,7257.81558
"V126",0.00269831433086298,-0.00344817933002713,0.00824923266903173,0.0028579263702823,0.000962342615412647,0.00742273539151578,7255.88685
"V127",0.00210004985276826,-0.00272533717020066,0.00861325097996999,0.00253977723571128,0.00265123108074719,0.00904855342177224,7253.95812
"V128",0.00189727314107839,-0.00315318171563397,0.00859562710263358,0.00226942931066937,0.00224382661163335,0.00908295326827082,7252.02939
"V129",0.00245823617787379,-0.00279426283391749,0.0081533770918378,0.00266588318928334,0.00125195798994534,0.0068096308969119,7250.10065
"V130",0.00297256429828812,-0.000770611271042356,0.00773395242410786,0.0032869984978852,0.00189580579958934,0.00448747531551987,7248.17192
"V131",0.00306670802087541,6.83167047067537e-05,0.00767675064114368,0.00356413813337594,0.00299913588718189,0.00493245369618546,7246.24319
"V132",0.00307132065553008,-0.00163433789083448,0.00721231008988858,0.0034230914137631,0.00212091764966622,0.0063199477407613,7244.31446
"V133",0.00261385256878101,-0.00353034776386346,0.00649158277887189,0.00261819053196576,2.61547114613904e-05,0.00598545412995898,7242.38573
"V134",0.00168791758206731,-0.00395831382416731,0.00653165715129122,0.00153973276714398,-0.000893444898496187,0.00515805415466935,7240.457
"V135",0.00192701259298061,-0.00385643913815886,0.00716928122122409,0.00187478423972688,-0.000314898363881208,0.00596027417410474,7238.52827
"V136",0.00343775520264211,-0.00355071187709619,0.00752235509794924,0.00351997496222452,0.000495724374946825,0.00680999345408704,7236.59954
"V137",0.00385338234667063,-0.00193709036529499,0.007030598047944,0.00402493226399978,0.00103431919494903,0.00500076570944538,7234.6708
"V138",0.00282377841251175,3.54679213890221e-05,0.00654088076094972,0.0031799941481638,0.00214771757785736,0.00355483329971759,7232.74207
"V139",0.00212781155477972,0.000124312268338785,0.00693570564627209,0.00272829157349147,0.00362045064903894,0.00588386372703379,7230.81334
"V140",0.00208753580965631,-0.00106748837294618,0.0073786239249897,0.002784338553028,0.00420120547875077,0.00886700504018306,7228.88461
"V141",0.00236071185276839,-0.00213868297335897,0.00744300403292269,0.0030415575377713,0.00410499621195124,0.0105078671040262,7226.95588
"V142",0.00301731002034737,-0.002968755705391,0.00782987313074287,0.00367073485445272,0.00393966875002793,0.0116266073129669,7225.02715
"V143",0.00359672818976269,-0.00385437362591855,0.00875394942374776,0.00409381869109997,0.00299708828290182,0.0115307415819132,7223.09842
"V144",0.00382454410441926,-0.00518299118161462,0.0102626441198365,0.00406825677457701,0.00146940725312491,0.0111957255651024,7221.16969
"V145",0.00432557147940684,-0.00606829520759278,0.0124094460451212,0.00460479671863563,0.001683521794385,0.0130460038791161,7219.24095
"V146",0.00514938814747402,-0.00542875241263074,0.0140496966976398,0.00580656062050895,0.00396226424258748,0.0158047125830709,7217.31222
"V147",0.00541776704215709,-0.00459495684472352,0.0137111963917129,0.00626526725224249,0.00510979981023685,0.0163327246933446,7215.38349
"V148",0.00471036839621486,-0.00490710565708004,0.0115966812079872,0.00531320125001738,0.00363463650546387,0.0143754169323819,7213.45476
"V149",0.00354818991152803,-0.00519010878525939,0.00925334330387527,0.00379017873846182,0.00145901375271765,0.0111902123593778,7211.52603
"V150",0.00289841426544652,-0.00461913968233578,0.008006309308936,0.00293512429174124,0.000221334323180411,0.00814632783986172,7209.5973
"V151",0.00320500178450778,-0.00481379922976117,0.00834114831327682,0.00309386600516347,-0.000670066599920833,0.00697373944058853,7207.66857
"V152",0.00389046376603358,-0.00679612499675378,0.00959430035421536,0.00350687389558623,-0.00231276337621572,0.00754532170691039,7205.73984
"V153",0.0039400045491366,-0.00887881985028214,0.010453258779198,0.00325829725079989,-0.00411019110346532,0.00802541508825149,7203.8111
"V154",0.00324932038205892,-0.00922403302431819,0.0108132683995993,0.00248962665103829,-0.0045803916464117,0.0078150662501367,7201.88237
"V155",0.00253942020187201,-0.00757854079155534,0.0107351484089176,0.00190826856154104,-0.00380537785550391,0.00635008518489344,7199.95364
"V156",0.00173534239997594,-0.00450099372060628,0.00930070655674018,0.00129733637471137,-0.00264085256634209,0.0031305445817468,7198.02491
"V157",0.000639303931441861,-0.00173910075926342,0.00739121868781546,0.000467076709945554,-0.00103840283842617,0.00117924710954852,7196.09618
"V158",7.36358610580593e-05,-0.000987162042416166,0.00684636497787411,0.000177986513002552,0.000629157297141358,0.00272020203371389,7194.16745
"V159",0.000181533791691687,-0.000936061450666608,0.00665651645409062,0.000402697676861998,0.00133345474729809,0.00381950671885187,7192.23872
"V160",0.000284309623921165,4.98277609164047e-05,0.00576632031226339,0.000498812706527314,0.00129329503137902,0.00209270662992564,7190.30999
"V161",0.000521534944552896,0.000395947635199144,0.00620572084011289,0.00074746127065218,0.00136216874579099,0.00162611222035414,7188.38126
"V162",0.00142175132456714,-0.0014015961967058,0.00961707274841619,0.00169932499406462,0.00167356404971513,0.00517537404372101,7186.45252
"V163",0.00267653676879627,-0.00360787287936527,0.0135740797374871,0.00304773907601981,0.00223807552663522,0.00983850180703915,7184.52379
"V164",0.00305327545967605,-0.00406544511855587,0.013863335020002,0.00351827991085636,0.00280363311787381,0.0115603891701197,7182.59506
"V165",0.00208273250984108,-0.00338680355508556,0.0103686436333757,0.00248617395548264,0.00243245370071731,0.0097935816484586,7180.66633
"V166",0.00113317885574978,-0.0029517074659527,0.00722656602857506,0.00134666805620522,0.00128718207145331,0.00713388478263024,7178.7376
"V167",0.00106673558917263,-0.0026526829434316,0.00646260628152702,0.00117812561586143,0.000671599523473099,0.00559463696672038,7176.80887
"V168",0.00132636562986151,-0.00305618589045484,0.00752856038619508,0.00137464789362782,0.000291106361148903,0.00563336153160172,7174.88014
"V169",0.00165619231897294,-0.00473964310619001,0.00949884497546142,0.00149943600928279,-0.000945124676048664,0.00638602564358414,7172.95141
"V170",0.00191708829411535,-0.00540066854033558,0.0102724580662065,0.00153536657950214,-0.00230149977744231,0.00521577943499254,7171.02267
"V171",0.0016953373751092,-0.00349946870136812,0.00825780542448993,0.00120306577956697,-0.00296803384300425,0.000894384016282086,7169.09394
"V172",0.00116793114486099,-0.00124224423583226,0.00516646958229862,0.000659399073828984,-0.00306607249076301,-0.00306943139687087,7167.16521
"V173",0.00100625908689571,-0.00119550224624596,0.00473148564537518,0.000629813176520957,-0.00226969057766195,-0.00180781681700933,7165.23648
"V174",0.00155212393952041,-0.00317732446290032,0.00786527008037144,0.00145424206487734,-0.000590155351615025,0.00435410410915865,7163.30775
"V175",0.00237937528419965,-0.00471461825435469,0.0109463228013903,0.00251177304949286,0.000798260658723417,0.00927795891811749,7161.37902
"V176",0.00272433232944344,-0.0044247319898583,0.0109705972156102,0.00284936476938922,0.000753853191191589,0.00871535568281257,7159.45029
"V177",0.00218899544887221,-0.00360494365056224,0.00901638674330483,0.00206874024972078,-0.000725049960450282,0.00484674809055178,7157.52156
"V178",0.000915668944889825,-0.00291342783849895,0.00698701614804539,0.000587059134251759,-0.00198127425581543,0.0015687779074917,7155.59282
"V179",-0.000215942459451166,-0.0022991701444206,0.00573517745590241,-0.000502340301671737,-0.00172676728856912,0.000963331548713085,7153.66409
"V180",-0.000256566303785146,-0.00308781686023426,0.00540829122764865,-0.000494286054345361,-0.00143327437780781,0.00278453008351343,7151.73536
"V181",0.000689689232977565,-0.00533814180218012,0.00624462952464494,0.000288906601425055,-0.00241642301710685,0.00491713808440362,7149.80663
"V182",0.00185121577175756,-0.00630033317952499,0.00853402563641136,0.00142437035854469,-0.00257356232538962,0.0062720091311782,7147.8779
"V183",0.00244726255994825,-0.00456890513553672,0.0106431614149932,0.00236787514564516,-0.00047864742653014,0.00688374324686328,7145.94917
"V184",0.00217695743917701,-0.00247552794884188,0.0104708382035564,0.00239383728557163,0.0013076251601634,0.00636689825401978,7144.02044
"V185",0.00174932261921932,-0.00247946779329856,0.00860256796457944,0.00182868033566384,0.000478468370395045,0.00497809051166702,7142.09171
"V186",0.00198479654562993,-0.00424348406302958,0.00729732193801458,0.00171984605934026,-0.00159745558579712,0.00445316211275615,7140.16297
"V187",0.00278296415203547,-0.00569586870343656,0.00768514570535369,0.00239031442554563,-0.00236738761127292,0.00560170308830209,7138.23424
"V188",0.00310793399097672,-0.00504799170129109,0.00802958980123951,0.00278573343117045,-0.0019426312109001,0.00522619986944461,7136.30551
"V189",0.00229919721529272,-0.00333039281822119,0.00699317589791063,0.00194298690362501,-0.00214768487524112,0.00199045106560731,7134.37678
"V190",0.00142764744052619,-0.00340508189499982,0.00666809591890744,0.000944896125250235,-0.00291063359021484,0.000832137097741281,7132.44805
"V191",0.00182145709699555,-0.00550742619163876,0.00833038779494727,0.00134006880638421,-0.00290241555900993,0.00438413068958461,7130.51932
"V192",0.00269371552587015,-0.00724046872539998,0.00977539532941657,0.00226641385715867,-0.00257631320879061,0.00784959074072079,7128.59059
"V193",0.00243858094194573,-0.00689317620882444,0.00917347219752928,0.00192542962158226,-0.00309392314976751,0.00639399383829038,7126.66186
"V194",0.00151353729471897,-0.00511378335740154,0.00796938251612253,0.000933955800555995,-0.00349444799381509,0.00272527788382373,7124.73312
"V195",0.00127255683196106,-0.003771364190456,0.00803469514186352,0.00086842916689579,-0.00243659109660151,0.0022463707483965,7122.80439
"V196",0.00134865573402498,-0.00308886046900983,0.00827856981916259,0.0012373618111136,-0.00067102008873342,0.00406913049832341,7120.87566
"V197",0.00117069142206795,-0.00284025619151877,0.00706103484694084,0.00107300104763918,-0.000589000746876278,0.003788774587454,7118.94693
"V198",0.00131030256500751,-0.00350711702038014,0.00492695521971959,0.000768265996751753,-0.00326807984311369,0.000402290190941748,7117.0182
"V199",0.00184830918238754,-0.0045904570369493,0.0037623732155465,0.000871654289332085,-0.00588850707977853,-0.00218456729431515,7115.08947
"V200",0.00222665868736444,-0.00528833065069743,0.00459306782388186,0.00129668195260251,-0.00560707228890525,-0.000536429671576868,7113.16074
"V201",0.00245505869939451,-0.00559171611779059,0.00685282070691752,0.00189590706593818,-0.00337127103513154,0.0037369219570513,7111.23201
"V202",0.00309240351928539,-0.00581624088109747,0.00973453029473438,0.00290800626856293,-0.00111177911879794,0.00791742457083988,7109.30328
"V203",0.00410341182211995,-0.00544463935621176,0.0118935322291008,0.00419633357369075,0.000560249475921069,0.0101059923083425,7107.37454
"V204",0.00442419492777693,-0.0037727010954426,0.0117212428727899,0.00462189344611752,0.00119197593048273,0.0083553566502222,7105.44581
"V205",0.0035134058009794,-0.0013127196423909,0.00954240482820911,0.00362385048790031,0.000665899823450523,0.0033299389317467,7103.51708
"V206",0.00224089337663848,0.000525458994637629,0.00766884185429441,0.00222369642507021,-0.000103684906286178,-0.00105882450138853,7101.58835
"V207",0.00178514874417207,4.10798584849545e-05,0.0079283595029583,0.00169729001262986,-0.000529723207640009,-0.000960639165369579,7099.65962
"V208",0.00223591565450905,-0.00280488321778005,0.00947635754665316,0.00209916657759934,-0.000824495851361362,0.00333291423905633,7097.73089
"V209",0.00276334300280384,-0.00567985799288907,0.0101889289461848,0.00258486392136408,-0.00107609693262524,0.00774794924021066,7095.80216
"V210",0.00287967404521167,-0.00654770372169654,0.00937269959945502,0.00264738791507684,-0.00140051366307514,0.00866251892352338,7093.87343
