"","loadings_1","loadings_2","loadings_3","weighted_loading_1","weighted_loading_2","weighted_loading_3","wavenumber"
"V104",0.00151678144564703,-0.00387373742490243,0.00150133432839003,0.00123296049963788,-0.00129185235598859,0.00563408909876716,7298.31893
"V105",0.00237554685932722,-0.00631219138337253,0.000791454428257052,0.00172676952243613,-0.00295300450146388,0.00733028685899057,7296.3902
"V106",0.00249273204178695,-0.00743378539497125,0.000785805795840796,0.0017445991948288,-0.00340523557026045,0.00879094461814747,7294.46147
"V107",0.00179945361950727,-0.00539328418008237,0.00121654048626913,0.00156198013354712,-0.00108089514405518,0.00941032749677927,7292.53274
"V108",0.00141742256264843,-0.00228746323356491,0.00117847813232994,0.0016911493904177,0.00124590750726207,0.00771038409590046,7290.60401
"V109",0.00152068627528962,-0.000722819220439358,0.000596675225793337,0.00178089081082672,0.00118435882551701,0.00416176969591104,7288.67528
"V110",0.00132528870843564,-0.0004039597533818,0.000353533358233291,0.00150653315792203,0.000824960498409784,0.00268170193833838,7286.74655
"V111",0.000880558811132218,-0.000883899174076778,0.00037462259471416,0.00118153589756244,0.00136994102680119,0.00491824235672573,7284.81782
"V112",0.00116499345963377,-0.00186002277734705,-0.000332271865330748,0.00138715849862198,0.00101121651897376,0.00626550663084251,7282.88908
"V113",0.00240459677293557,-0.00199468701786042,-0.00148498508289987,0.00238343926973864,-9.63014560275029e-05,0.0041425830793,7280.96035
"V114",0.00377631448711471,-0.0010000302622989,-0.00197897545782458,0.00380180013399668,0.000116001632125132,0.00243536135901513,7279.03162
"V115",0.00440010141377673,-0.000538984634292407,-0.00184725603837526,0.00465690403982137,0.00116887453919319,0.00372682381079519,7277.10289
"V116",0.00382593387065358,-0.00176700676664068,-0.00159792906867092,0.0040792871073966,0.00115317414160564,0.00637230511135799,7275.17416
"V117",0.00231646383658285,-0.00283607345277006,-0.00115132386726722,0.00245721462529472,0.000640647706102785,0.00758676558321748,7273.24543
"V118",0.00107547558666871,-0.00162472352158293,-2.39802799263621e-05,0.00138948619064425,0.00142926497940052,0.00666429483183369,7271.3167
"V119",0.00111328427570789,0.000472543383860855,0.00130913341322637,0.0018082017482958,0.00316301804642489,0.00587104908323367,7269.38797
"V120",0.00172403656815861,0.0016277124140823,0.0018149032957654,0.00275608250616886,0.00469750733782703,0.0066987869923261,7267.45924
"V121",0.0015534151827415,0.00199288963998235,0.00146698598551216,0.00272732562487295,0.0053432242817563,0.00731096984513778,7265.5305
"V122",0.00092105959668659,0.00155236132087562,0.000324804654660958,0.00182701811617133,0.00412360209590227,0.00561086153497049,7263.60177
"V123",0.00106820760338101,-2.44993971404554e-05,-0.0013547400873169,0.00135456819201856,0.00130341190914704,0.00289771636428086,7261.67304
"V124",0.00165022212981166,-0.00224684068712692,-0.00233303553516271,0.00134904267267182,-0.00137086214654824,0.0019115262742135,7259.74431
"V125",0.00170637937038682,-0.00381976830508331,-0.00214567616999923,0.00118783301203748,-0.00236023924288273,0.00318492750807743,7257.81558
"V126",0.00134926512006096,-0.00380709812408045,-0.00135011774918012,0.00103876215163465,-0.00141329946553717,0.00522365425522825,7255.88685
"V127",0.000822749307989283,-0.00306644433486481,-0.00080087163517796,0.000799270008310234,-0.000106869450735897,0.0064582691121377,7253.95812
"V128",0.000667680565671286,-0.00267398550041443,-0.0012121861612609,0.000644661399598786,-0.000104775085636891,0.00560643096186565,7252.02939
"V129",0.00144124879857081,-0.0018304710845623,-0.00187016335363315,0.00128275427569719,-0.00072141089537122,0.00242014797522601,7250.10065
"V130",0.0023058705886409,-0.000264546039870365,-0.00127425682992005,0.00225096255613477,-0.000249921903767641,3.19122205660012e-05,7248.17192
"V131",0.00241581483644859,-0.000248046766234042,0.000270734139463336,0.0024935161291938,0.00035366874611508,0.00131304016956551,7246.24319
"V132",0.00209150328508118,-0.00265509069858052,0.000791037843804369,0.00189211161727697,-0.00090756020455606,0.0038133930222883,7244.31446
"V133",0.00143295156714472,-0.00461580485365347,-0.000117627913458163,0.000824850932717262,-0.00276785856826064,0.00403251645357666,7242.38573
"V134",0.000570538110305297,-0.00450177946985226,-0.000803339327662834,-0.000113464127876635,-0.00311333576792571,0.00302980780185041,7240.457
"V135",0.000830300911104069,-0.00407150893024508,-0.000711989063762692,0.000289003513533732,-0.00246379391011961,0.00350829313739501,7238.52827
"V136",0.0023680594016985,-0.00378191182463717,-0.000971673854311532,0.00195499229235233,-0.00188013508479053,0.00414998317596158,7236.59954
"V137",0.00318978850595229,-0.0021433022326067,-0.00217775962677611,0.00293444884584829,-0.00116221563672766,0.00214088898121016,7234.6708
"V138",0.0025353028050062,-1.95593330076051e-05,-0.00320376531747082,0.00258111242951257,0.000208509175160066,0.000497682221068085,7232.74207
"V139",0.00158385358046344,-6.40807993380788e-05,-0.00278563114191787,0.00186475142512267,0.00127854743463312,0.002929831071023,7230.81334
"V140",0.00107276378078228,-0.00181583201902002,-0.00155140951949629,0.00130956126904478,0.00107781824211886,0.00631441096593264,7228.88461
"V141",0.00106690504599687,-0.00315157499822842,-0.000613596572321674,0.00120178490218285,0.000613925301988278,0.00821692818487084,7226.95588
"V142",0.00156260544906437,-0.00350174711256938,-0.000261510447548184,0.00173624890850329,0.000790363485614431,0.00936607667904576,7225.02715
"V143",0.00209191729484444,-0.00340273234057362,-0.00037603025815105,0.00227365297904253,0.000827196424716755,0.00923038590370321,7223.09842
"V144",0.00222528100634753,-0.00361704667575003,-0.000213018139866881,0.00230531314526132,0.00036427793178894,0.00868789158745365,7221.16969
"V145",0.00245478875076255,-0.00372246678383762,0.000618593328113733,0.00264739331045019,0.000876667693858641,0.0100360522381631,7219.24095
"V146",0.00305741124441729,-0.0029505521396453,0.00131002058453897,0.00364322641531271,0.00266642303655317,0.0122571445914821,7217.31222
"V147",0.00328442722127549,-0.00258081269353406,0.00124007906966549,0.0039842453099137,0.00318532391383674,0.0125826388605504,7215.38349
"V148",0.00264511923244117,-0.0037853757373284,0.000381518931813223,0.0028973537531716,0.00114808214280547,0.0107655997535871,7213.45476
"V149",0.00172609407614316,-0.00522327901856125,-0.000808894269639351,0.0013651793577258,-0.00164275588484369,0.00781327821228238,7211.52603
"V150",0.00142305475943712,-0.00555378696898408,-0.00167419074386235,0.000678196200985401,-0.00339033216943439,0.00472100685215479,7209.5973
"V151",0.00180859854395833,-0.00581559703440221,-0.0024449395024488,0.000815396743856183,-0.00452070258899322,0.00282566825563697,7207.66857
"V152",0.00221220784156406,-0.00713500395710069,-0.00341214599653815,0.000882268773426772,-0.00605341128853485,0.00236020942087743,7205.73984
"V153",0.001957009824463,-0.00830593576562797,-0.00390546362916743,0.000368223005773411,-0.00723159450966526,0.00234438567055258,7203.8111
"V154",0.00111722746883521,-0.00807448144018408,-0.0035759939826478,-0.000461416412611196,-0.00718542745413784,0.00194005900235744,7201.88237
"V155",0.000512573382218113,-0.00709347431873261,-0.00289752583726562,-0.00101178697155702,-0.00693834807504491,0.000338510450761928,7199.95364
"V156",0.00027840858127599,-0.00575658317789193,-0.00240185356119847,-0.00120359284792383,-0.00674554526299314,-0.00215807456724124,7198.02491
"V157",-0.000169751257240153,-0.00394015871833712,-0.00200882817546952,-0.00132028077041677,-0.00523680257969297,-0.00282948576302108,7196.09618
"V158",-0.000579009540303097,-0.00254854360257315,-0.00136135989842581,-0.00120121935120054,-0.00283207853905599,-0.000618718901933797,7194.16745
"V159",-0.000401043080815293,-0.00203975128636288,-0.000625114733125782,-0.000757989345509583,-0.0016246928899736,0.000905724276655113,7192.23872
"V160",7.41876382243578e-06,-0.00190376037088215,-0.000179255396037662,-0.000435733652063236,-0.00201707273749093,-0.000247265835785102,7190.30999
"V161",0.000131181484717251,-0.00232812480463365,-0.000107536676138674,-0.000479508283803507,-0.00277964338902681,-0.000985286279722172,7188.38126
"V162",0.000217537854764709,-0.00314688783908548,-0.000442895814843566,-0.000403926091429935,-0.00282868362727406,0.000694372845071165,7186.45252
"V163",0.000683997989476222,-0.0031694144492459,-0.00109209710046696,0.000286589602709744,-0.00180886212928537,0.00296894431378261,7184.52379
"V164",0.0010173476686539,-0.00243169301386122,-0.00180903492551258,0.000886481111731749,-0.000595658186110555,0.0040065237343576,7182.59506
"V165",0.000613030716135341,-0.00229535054213263,-0.00245652293271054,0.000482889576359485,-0.000592356344358953,0.00371620765016343,7180.66633
"V166",0.000154742822551208,-0.00271898856533368,-0.00260006402279407,-0.000159201523399127,-0.00142896339635258,0.00281504271015024,7178.7376
"V167",0.000203948429188421,-0.00282707075004819,-0.00184790317042443,-0.000200579155398705,-0.00184126619461837,0.0021511843288976,7176.80887
"V168",0.000218166059400975,-0.00324434756551935,-0.00115041457062297,-0.000296998913537511,-0.00234484837490439,0.00196285212119283,7174.88014
"V169",6.80484365700286e-05,-0.00433274001619457,-0.00155729310849512,-0.000720484690422169,-0.00358912332653236,0.00162269139526402,7172.95141
"V170",0.000216519877196459,-0.00467278938805287,-0.00243279977416512,-0.000808960243858536,-0.00466762206606715,1.12759289017382e-05,7171.02267
"V171",0.00064296002668558,-0.00396168161098061,-0.0029714788800386,-0.000537830174392085,-0.00537453850619344,-0.00308308132196812,7169.09394
"V172",0.000932720106300025,-0.00336257561591815,-0.00349819471921993,-0.000357534246224977,-0.00587278052790446,-0.00547767145043506,7167.16521
"V173",0.000838442933479592,-0.00325707781416957,-0.00411667261241474,-0.000324984415329114,-0.0052955089563109,-0.00444818509344316,7165.23648
"V174",0.000628168765579938,-0.00334305641023889,-0.00429034102815398,-0.000156680201013303,-0.003572354334116,-0.000500365004174828,7163.30775
"V175",0.000773360716306319,-0.00331146541655513,-0.0038155917050064,0.0002925007810052,-0.00218870400178021,0.00245004625638152,7161.37902
"V176",0.00111659509228694,-0.00347697744511824,-0.00286648023294649,0.000567878705131889,-0.00249756252131211,0.00213724112348167,7159.45029
"V177",0.000955046849703902,-0.00427396333103865,-0.00195635742051987,3.51508109527237e-05,-0.00418704074394485,0.000189679086136782,7157.52156
"V178",4.78810382667941e-05,-0.00487772463554862,-0.00150554896120733,-0.0011459765407122,-0.00543401657913271,-0.00121391862589673,7155.59282
"V179",-0.00095410921190848,-0.00487046672908261,-0.00134035317323367,-0.00212049776858806,-0.00530898732504426,-0.000956922575307267,7153.66409
"V180",-0.00122351142594098,-0.005463795905341,-0.00136143391654613,-0.00234416686738692,-0.00510082639297773,0.000792057941467931,7151.73536
"V181",-0.000672380726631651,-0.00666015678468216,-0.00132797734050006,-0.00189413065892655,-0.00556097268597358,0.00239859675499708,7149.80663
"V182",0.000237725960119677,-0.00649340107681688,-0.000799312513250198,-0.000881776411395118,-0.00509557802731578,0.00305027504904105,7147.8779
"V183",0.000899090848280002,-0.00461777394989439,-0.000140840967709287,0.000198981627890842,-0.00318664904238574,0.00312294506732657,7145.94917
"V184",0.000912874090986081,-0.00313496646828076,-0.000109354947300119,0.000492336957662444,-0.00191413598645152,0.00266404875721689,7144.02044
"V185",0.000688178272119234,-0.00344874085404228,-0.000794803254187626,9.72926657497313e-05,-0.00268950186179557,0.0016567817758734,7142.09171
"V186",0.000797278909098158,-0.00513552001494323,-0.00125562112889418,-0.00021095596860739,-0.00458912783030393,0.00119231575727064,7140.16297
"V187",0.00125692483543178,-0.00658195932568721,-0.00119960981065395,-1.65161833166087e-05,-0.0057962521914418,0.00171453952508345,7138.23424
"V188",0.00161126019085762,-0.00622940428026698,-0.00179786591132037,0.000291179868302409,-0.00600853777272712,0.000481966295632412,7136.30551
"V189",0.00123489263633721,-0.00503238670134614,-0.00282416234131847,-0.000154241216196963,-0.0063228449676224,-0.00281598779820967,7134.37678
"V190",0.000372528422980016,-0.00505272468952617,-0.00272025931804746,-0.00107887065149795,-0.00660625419021602,-0.00339005160602754,7132.44805
"V191",0.000130648650803124,-0.00607914837685259,-0.0016377648526555,-0.00115898636954537,-0.00586996154733728,0.000456479356873001,7130.51932
"V192",0.000560957402464129,-0.00671981622679427,-0.00122255827060815,-0.000515788748959614,-0.00490096686688363,0.00396902227537306,7128.59059
"V193",0.000641974255447539,-0.00646645899649179,-0.00196049708972306,-0.000508969239108264,-0.00523868687621006,0.00267919653044801,7126.66186
"V194",0.000272922627566704,-0.00560343416575329,-0.00233665319450652,-0.00103777998425606,-0.00596585375706925,-0.000790857925163939,7124.73312
"V195",0.00014361420976991,-0.00460616409778688,-0.00147131540428176,-0.000964221115208891,-0.00504247376645385,-0.000952097975824092,7122.80439
"V196",0.000256562106526877,-0.00361951138299585,-0.000519692627154466,-0.000384698867399614,-0.0029187926811567,0.00152908107601979,7120.87566
"V197",0.000383592718528756,-0.00369680171877389,-0.000804125396808952,-0.000236502793616956,-0.00282245500047612,0.00190796537514994,7118.94693
"V198",0.00075377746449441,-0.0058585097954998,-0.0025579645391076,-0.000670945473911757,-0.00648483387322534,-0.00136674002305356,7117.0182
"V199",0.00123074181131904,-0.00814920733013633,-0.00422060889826076,-0.000998426445668647,-0.0101463838563616,-0.00435816087640697,7115.08947
"V200",0.00134638234019675,-0.00827358954300842,-0.00397090153425623,-0.000794749635701168,-0.00974567390617132,-0.00321232519712849,7113.16074
"V201",0.00118488419156405,-0.00687390941938671,-0.00283090601631224,-0.000293397099223236,-0.00672861251141006,0.000317061256975363,7111.23201
"V202",0.00133162843022395,-0.00556976268706828,-0.00256048985936955,0.000429110390867019,-0.00410794224971638,0.00318992765774198,7109.30328
"V203",0.00208805333081816,-0.00436768018289096,-0.00236187846434694,0.00157379626784509,-0.00234071589051821,0.00442316258021968,7107.37454
"V204",0.0027567575182065,-0.00279373770193409,-0.00141718005859051,0.00243404856661802,-0.0014688567749145,0.00289110358859846,7105.44581
"V205",0.00256329195437569,-0.00161635942591749,-0.000917185033141659,0.00207650843693784,-0.00221566604826349,-0.00130778358356557,7103.51708
"V206",0.00177321729365293,-0.00139642166066061,-0.00159780311131551,0.000932231475498444,-0.00382786938671131,-0.00530581058487139,7101.58835
