7496.97825	0.00655
7495.04952	0.00869
7493.12079	0.00977
7491.19206	0.00926
7489.26333	0.00821
7487.33459	0.00615
7485.40586	0.00246
7483.47713	0.00003
7481.54840	0.00055
7479.61967	0.00241
7477.69094	0.00448
7475.76221	0.00618
7473.83348	0.00560
7471.90474	0.00280
7469.97601	0.00172
7468.04728	0.00351
7466.11855	0.00533
7464.18982	0.00687
7462.26109	0.00850
7460.33236	0.00793
7458.40363	0.00564
7456.47489	0.00453
7454.54616	0.00401
7452.61743	0.00352
7450.68870	0.00476
7448.75997	0.00664
7446.83124	0.00666
7444.90251	0.00502
7442.97378	0.00313
7441.04504	0.00231
7439.11631	0.00238
7437.18758	0.00160
7435.25885	0.00074
7433.33012	0.00107
7431.40139	0.00102
7429.47266	0.00094
7427.54393	0.00287
7425.61520	0.00481
7423.68646	0.00354
7421.75773	0.00150
7419.82900	0.00218
7417.90027	0.00335
7415.97154	0.00334
7414.04281	0.00347
7412.11408	0.00228
7410.18535	-0.00114
7408.25661	-0.00341
7406.32788	-0.00231
7404.39915	0.00064
7402.47042	0.00356
7400.54169	0.00509
7398.61296	0.00414
7396.68423	0.00224
7394.75550	0.00185
7392.82676	0.00222
7390.89803	0.00206
7388.96930	0.00243
7387.04057	0.00318
7385.11184	0.00300
7383.18311	0.00246
7381.25438	0.00319
7379.32565	0.00510
7377.39691	0.00560
7375.46818	0.00317
7373.53945	0.00016
7371.61072	-0.00080
7369.68199	-0.00042
7367.75326	-0.00070
7365.82453	-0.00103
7363.89580	-0.00002
7361.96706	0.00092
7360.03833	0.00063
7358.10960	-0.00019
7356.18087	-0.00066
7354.25214	0.00027
7352.32341	0.00207
7350.39468	0.00292
7348.46595	0.00274
7346.53722	0.00206
7344.60848	0.00121
7342.67975	0.00144
7340.75102	0.00333
7338.82229	0.00422
7336.89356	0.00133
7334.96483	-0.00334
7333.03610	-0.00636
7331.10737	-0.00735
7329.17863	-0.00703
7327.24990	-0.00532
7325.32117	-0.00237
7323.39244	0.00024
7321.46371	0.00052
7319.53498	-0.00041
7317.60625	-0.00056
7315.67752	-0.00042
7313.74878	-0.00129
7311.82005	-0.00263
7309.89132	-0.00313
7307.96259	-0.00327
7306.03386	-0.00320
7304.10513	-0.00169
7302.17640	0.00005
7300.24767	0.00062
7298.31893	0.00103
7296.39020	0.00174
7294.46147	0.00114
7292.53274	-0.00152
7290.60401	-0.00303
7288.67528	-0.00173
7286.74655	-0.00043
7284.81782	-0.00096
7282.88908	-0.00167
7280.96035	-0.00091
7279.03162	-0.00034
7277.10289	-0.00151
7275.17416	-0.00196
7273.24543	0.00079
