7496.97825	0.00029
7495.04952	0.00190
7493.12079	0.00260
7491.19206	0.00507
7489.26333	0.00706
7487.33459	0.00627
7485.40586	0.00589
7483.47713	0.00776
7481.54840	0.00853
7479.61967	0.00576
7477.69094	0.00139
7475.76221	-0.00168
7473.83348	-0.00222
7471.90474	-0.00066
7469.97601	0.00182
7468.04728	0.00424
7466.11855	0.00540
7464.18982	0.00439
7462.26109	0.00339
7460.33236	0.00426
7458.40363	0.00490
7456.47489	0.00496
7454.54616	0.00655
7452.61743	0.00850
7450.68870	0.00802
7448.75997	0.00599
7446.83124	0.00499
7444.90251	0.00543
7442.97378	0.00708
7441.04504	0.00915
7439.11631	0.00969
7437.18758	0.00824
7435.25885	0.00610
7433.33012	0.00476
7431.40139	0.00564
7429.47266	0.00746
7427.54393	0.00683
7425.61520	0.00429
7423.68646	0.00310
7421.75773	0.00378
7419.82900	0.00527
7417.90027	0.00658
7415.97154	0.00812
7414.04281	0.01164
7412.11408	0.01504
7410.18535	0.01356
7408.25661	0.00807
7406.32788	0.00390
7404.39915	0.00224
7402.47042	0.00110
7400.54169	0.00090
7398.61296	0.00265
7396.68423	0.00438
7394.75550	0.00305
7392.82676	-0.00022
7390.89803	-0.00083
7388.96930	0.00286
7387.04057	0.00775
7385.11184	0.00907
7383.18311	0.00502
7381.25438	-0.00069
7379.32565	-0.00350
7377.39691	-0.00349
7375.46818	-0.00294
7373.53945	-0.00239
7371.61072	-0.00129
7369.68199	0.00073
7367.75326	0.00425
7365.82453	0.00905
7363.89580	0.01300
7361.96706	0.01343
7360.03833	0.01048
7358.10960	0.00749
7356.18087	0.00669
7354.25214	0.00703
7352.32341	0.00702
7350.39468	0.00642
7348.46595	0.00542
7346.53722	0.00490
7344.60848	0.00538
7342.67975	0.00532
7340.75102	0.00313
7338.82229	-0.00002
7336.89356	-0.00093
7334.96483	0.00241
7333.03610	0.00757
7331.10737	0.00920
7329.17863	0.00660
7327.24990	0.00454
7325.32117	0.00421
7323.39244	0.00291
7321.46371	0.00120
7319.53498	0.00156
7317.60625	0.00332
7315.67752	0.00394
7313.74878	0.00287
7311.82005	0.00246
7309.89132	0.00379
7307.96259	0.00527
7306.03386	0.00623
7304.10513	0.00696
7302.17640	0.00671
7300.24767	0.00567
7298.31893	0.00568
7296.39020	0.00719
7294.46147	0.00907
7292.53274	0.01037
7290.60401	0.00983
7288.67528	0.00754
7286.74655	0.00596
7284.81782	0.00557
7282.88908	0.00478
7280.96035	0.00362
7279.03162	0.00311
7277.10289	0.00252
7275.17416	0.00108
7273.24543	0.00055
7271.31670	0.00205
7269.38797	0.00397
7267.45924	0.00496
7265.53050	0.00539
7263.60177	0.00628
7261.67304	0.00812
7259.74431	0.01048
7257.81558	0.01143
7255.88685	0.00925
7253.95812	0.00506
7252.02939	0.00154
7250.10065	0.00054
7248.17192	0.00176
7246.24319	0.00336
7244.31446	0.00456
7242.38573	0.00594
7240.45700	0.00722
7238.52827	0.00784
7236.59954	0.00834
7234.67080	0.00807
7232.74207	0.00531
7230.81334	0.00259
7228.88461	0.00397
7226.95588	0.00725
7225.02715	0.00836
7223.09842	0.00791
7221.16969	0.00810
7219.24095	0.00835
7217.31222	0.00764
7215.38349	0.00698
7213.45476	0.00723
7211.52603	0.00823
7209.59730	0.00919
7207.66857	0.00861
7205.73984	0.00650
7203.81110	0.00545
7201.88237	0.00651
7199.95364	0.00795
7198.02491	0.00866
7196.09618	0.00841
7194.16745	0.00721
7192.23872	0.00647
7190.30999	0.00724
7188.38126	0.00884
7186.45252	0.01053
7184.52379	0.01105
7182.59506	0.00852
7180.66633	0.00403
7178.73760	0.00212
