7496.97825	-0.00210
7495.04952	-0.00012
7493.12079	0.00020
7491.19206	-0.00002
7489.26333	0.00147
7487.33459	0.00384
7485.40586	0.00465
7483.47713	0.00358
7481.54840	0.00284
7479.61967	0.00408
7477.69094	0.00584
7475.76221	0.00634
7473.83348	0.00532
7471.90474	0.00322
7469.97601	0.00125
7468.04728	0.00028
7466.11855	0.00141
7464.18982	0.00514
7462.26109	0.00707
7460.33236	0.00376
7458.40363	0.00128
7456.47489	0.00372
7454.54616	0.00520
7452.61743	0.00394
7450.68870	0.00518
7448.75997	0.00848
7446.83124	0.00960
7444.90251	0.00859
7442.97378	0.00621
7441.04504	0.00266
7439.11631	0.00072
7437.18758	0.00132
7435.25885	0.00232
7433.33012	0.00437
7431.40139	0.00819
7429.47266	0.01019
7427.54393	0.00823
7425.61520	0.00503
7423.68646	0.00318
7421.75773	0.00294
7419.82900	0.00372
7417.90027	0.00385
7415.97154	0.00254
7414.04281	0.00189
7412.11408	0.00257
7410.18535	0.00233
7408.25661	0.00137
7406.32788	0.00201
7404.39915	0.00366
7402.47042	0.00361
7400.54169	0.00143
7398.61296	-0.00049
7396.68423	0.00027
7394.75550	0.00328
7392.82676	0.00581
7390.89803	0.00705
7388.96930	0.00827
7387.04057	0.00890
7385.11184	0.00753
7383.18311	0.00473
7381.25438	0.00292
7379.32565	0.00382
7377.39691	0.00524
7375.46818	0.00430
7373.53945	0.00149
7371.61072	0.00004
7369.68199	0.00166
7367.75326	0.00341
7365.82453	0.00293
7363.89580	0.00255
7361.96706	0.00337
7360.03833	0.00311
7358.10960	0.00164
7356.18087	0.00114
7354.25214	0.00224
7352.32341	0.00402
7350.39468	0.00491
7348.46595	0.00344
7346.53722	0.00069
7344.60848	-0.00126
7342.67975	-0.00140
7340.75102	0.00002
7338.82229	0.00191
7336.89356	0.00301
7334.96483	0.00238
7333.03610	0.00117
7331.10737	0.00199
7329.17863	0.00312
7327.24990	0.00072
7325.32117	-0.00221
7323.39244	-0.00079
7321.46371	0.00301
7319.53498	0.00520
7317.60625	0.00487
7315.67752	0.00332
7313.74878	0.00266
7311.82005	0.00318
7309.89132	0.00396
7307.96259	0.00513
7306.03386	0.00714
7304.10513	0.00816
7302.17640	0.00606
7300.24767	0.00342
7298.31893	0.00427
7296.39020	0.00761
7294.46147	0.00937
7292.53274	0.00780
7290.60401	0.00562
7288.67528	0.00532
7286.74655	0.00488
7284.81782	0.00317
7282.88908	0.00304
7280.96035	0.00518
7279.03162	0.00592
7277.10289	0.00427
7275.17416	0.00435
7273.24543	0.00722
7271.31670	0.00851
7269.38797	0.00681
7267.45924	0.00557
7265.53050	0.00562
7263.60177	0.00437
